Date,eth_z
2020-09-06,2.2711146820644075
2020-09-07,2.175991302588933
2020-09-08,2.0155035107855617
2020-09-09,2.1966446013707372
2020-09-10,2.4304782003491754
2020-09-11,2.5086453476235184
2020-09-12,2.693643315337538
2020-09-13,2.3299343450397134
2020-09-14,2.2898929032704824
2020-09-15,1.9644566016455267
2020-09-16,1.8573884161786924
2020-09-17,2.2749595176898803
2020-09-18,2.1722331837389155
2020-09-19,2.080549239176961
2020-09-20,1.9018854702851566
2020-09-21,1.6447123530014423
2020-09-22,1.6375179845330934
2020-09-23,1.3664950019740187
2020-09-24,1.5751845961806228
2020-09-25,1.65450833050612
2020-09-26,1.667741894577701
2020-09-27,1.6761499071897334
2020-09-28,1.6625517193324497
2020-09-29,1.653065385433592
2020-09-30,1.6795524752200226
2020-10-01,1.6461004121172491
2020-10-02,1.5370229791414132
2020-10-03,1.5474595731363436
2020-10-04,1.5740786871614965
2020-10-05,1.5169764822323417
2020-10-06,1.3858536559164416
2020-10-07,1.3587871695864515
2020-10-08,1.3686491651691892
2020-10-09,1.527625860469727
2020-10-10,1.4806320179768964
2020-10-11,1.4920049463677936
2020-10-12,1.5921762908206745
2020-10-13,1.5465969231375476
2020-10-14,1.5075099110585313
2020-10-15,1.431292551113256
2020-10-16,1.334310103889335
2020-10-17,1.349687665860423
2020-10-18,1.4245613669125319
2020-10-19,1.3118002977539636
2020-10-20,1.0562944184057816
2020-10-21,0.9797509966386425
2020-10-22,1.213160221641847
2020-10-23,1.166041568289676
2020-10-24,1.1199035737198575
2020-10-25,1.061261246073147
2020-10-26,0.8676517886618677
2020-10-27,0.7664591114965984
2020-10-28,0.7077522533711146
2020-10-29,0.6126177332495293
2020-10-30,0.5152368964576483
2020-10-31,0.4742461514493112
2020-11-01,0.6151460147370791
2020-11-02,0.5070294761454897
2020-11-03,0.4144346339760357
2020-11-04,0.5320905072885378
2020-11-05,0.18855958433202882
2020-11-06,0.6638096570683588
2020-11-07,0.6890338526998481
2020-11-08,0.6718575964953194
2020-11-09,0.6078453305110857
2020-11-10,0.6839391952573384
2020-11-11,0.6940221658570592
2020-11-12,0.4790405538595185
2020-11-13,0.6144995357635872
2020-11-14,0.5291757292278311
2020-11-15,0.4189589854483646
2020-11-16,0.3183924501884645
2020-11-17,0.2624769795540656
2020-11-18,0.20662219625906372
2020-11-19,0.12011321876423242
2020-11-20,0.28272074139788334
2020-11-21,0.6638609861930561
2020-11-22,0.8250595741956969
2020-11-23,1.322549592084927
2020-11-24,1.0368513429960997
2020-11-25,0.8233359444806062
2020-11-26,0.7792503543502451
2020-11-27,0.7744568679775181
2020-11-28,0.7938760073543389
2020-11-29,1.0263283870400712
2020-11-30,0.9574679674527442
2020-12-01,0.935294319646275
2020-12-02,0.9167522080421843
2020-12-03,1.012849385656695
2020-12-04,0.7750409261463252
2020-12-05,0.8989616052035818
2020-12-06,0.8880054692661641
2020-12-07,0.8324210880832282
2020-12-08,0.7255265320200102
2020-12-09,0.8364185479781686
2020-12-10,0.782519145307495
2020-12-11,0.7006015771125528
2020-12-12,0.6988790165850838
2020-12-13,0.7995986815918769
2020-12-14,0.7288967090789589
2020-12-15,0.7068498430612082
2020-12-16,0.6094417942612327
2020-12-17,0.29423521877142333
2020-12-18,0.3107821718577679
2020-12-19,0.17841865003737314
2020-12-20,0.0920896652933216
2020-12-21,0.0029678219026038895
2020-12-22,-0.011260691947284683
2020-12-23,-0.3184498434109515
2020-12-24,-0.198529630159622
2020-12-25,-0.2753658617724723
2020-12-26,-0.5420038989126473
2020-12-27,-0.1711758631187559
2020-12-28,0.01648671046552908
2020-12-29,-0.03389992707964484
2020-12-30,-0.17172581492353678
2020-12-31,-0.299747333314964
2021-01-01,-0.41938367586420355
2021-01-02,-0.5755114026200479
2021-01-03,0.5513820861641128
2021-01-04,1.104784176119752
2021-01-05,1.0644382024327026
2021-01-06,1.144621775131956
2021-01-07,0.8064328481703795
2021-01-08,0.5732821119616882
2021-01-09,0.9409622712705272
2021-01-10,1.1589548031168218
2021-01-11,0.6896935129657682
2021-01-12,0.7080703207118391
2021-01-13,0.6087012167116053
2021-01-14,0.7697395063646864
2021-01-15,0.9179534683712275
2021-01-16,1.3898041743123979
2021-01-17,1.4404607557361484
2021-01-18,1.4239260802539624
2021-01-19,2.222105915026114
2021-01-20,2.3501432499725943
2021-01-21,1.8150409198423918
2021-01-22,2.0280439149151257
2021-01-23,2.205286735819815
2021-01-24,3.146125001516024
2021-01-25,2.667658465593687
2021-01-26,2.790881770349753
2021-01-27,2.665407836102553
2021-01-28,2.369615245292246
2021-01-29,2.4439183806127165
2021-01-30,2.397351983277003
2021-01-31,2.2896268254596275
2021-02-01,2.4890391319262797
2021-02-02,2.8243043667100656
2021-02-03,3.107720517703864
2021-02-04,2.8486486131997166
2021-02-05,3.162920109372453
2021-02-06,2.682725723537568
2021-02-07,2.4215613596846994
2021-02-08,1.7114359338540714
2021-02-09,1.742697137803772
2021-02-10,1.8781766178265873
2021-02-11,1.5669752679253528
2021-02-12,1.8476500689300885
2021-02-13,1.7792009791679566
2021-02-14,1.4983342180653394
2021-02-15,1.5014811833628234
2021-02-16,1.323777273388456
2021-02-17,1.1784935219556447
2021-02-18,1.5446541631527975
2021-02-19,1.0954590048528192
2021-02-20,0.9340890518241196
2021-02-21,0.82451501225347
2021-02-22,0.6814497015683476
2021-02-23,0.5485062693560133
2021-02-24,0.648352565892515
2021-02-25,0.391805815347163
2021-02-26,0.3654016402374988
2021-02-27,0.4366210720691396
2021-02-28,0.39046063288764965
2021-03-01,0.4159879965032552
2021-03-02,0.29024441071858226
2021-03-03,0.3478216464815763
2021-03-04,0.44943925499122217
2021-03-05,0.37069214452162474
2021-03-06,0.8237077308117151
2021-03-07,0.7868530624699213
2021-03-08,1.0495507288637091
2021-03-09,0.8540120658994488
2021-03-10,0.49391154562338674
2021-03-11,0.39357942914651367
2021-03-12,0.26484202211062324
2021-03-13,0.35654688765788
2021-03-14,0.324897355106514
2021-03-15,0.4637926722876554
2021-03-16,0.41603764237726276
2021-03-17,0.2575068516412832
2021-03-18,0.2239714420893598
2021-03-19,0.28295312612233503
2021-03-20,0.2661953105889566
2021-03-21,0.26256997275645294
2021-03-22,0.24528037134325648
2021-03-23,0.17498622234601544
2021-03-24,0.0809507900736178
2021-03-25,0.20200471612278384
2021-03-26,0.20284350944685953
2021-03-27,0.15669002470024535
2021-03-28,0.06821579799523697
2021-03-29,0.31075481188108633
2021-03-30,0.2719870747694052
2021-03-31,0.5062199508742662
2021-04-01,0.6775729775349144
2021-04-02,1.1880255816343608
2021-04-03,1.0109599266619977
2021-04-04,1.0866240010628079
2021-04-05,1.095418750714699
2021-04-06,1.2297291095594787
2021-04-07,0.9796857696420874
2021-04-08,1.1014032897055877
2021-04-09,1.0493818522373366
2021-04-10,1.0729472034638834
2021-04-11,1.0905076427879643
2021-04-12,1.0612809883541
2021-04-13,1.1525511805129398
2021-04-14,1.6185524865768752
2021-04-15,1.8463855692700404
2021-04-16,1.7762541332414523
2021-04-17,1.5960394711434627
2021-04-18,1.811760679969295
2021-04-19,1.618490401778016
2021-04-20,2.0730215659870694
2021-04-21,2.556669334393133
2021-04-22,3.012629025643903
2021-04-23,2.9375087780910496
2021-04-24,2.5134912825651794
2021-04-25,3.050221877307951
2021-04-26,2.942645071515732
2021-04-27,3.1644002351951497
2021-04-28,3.414094346119998
2021-04-29,3.59219661311079
2021-04-30,2.9374071271533104
2021-05-01,3.3913157717808384
2021-05-02,3.5298413932642876
2021-05-03,4.716507404592627
2021-05-04,4.72885850352766
2021-05-05,4.636344922880739
2021-05-06,4.582528136599843
2021-05-07,4.2938653418910295
2021-05-08,4.954267078118123
2021-05-09,4.936111502412318
2021-05-10,5.190516927576272
2021-05-11,5.338561013233976
2021-05-12,5.541944065194989
2021-05-13,5.061918496980007
2021-05-14,5.6451626237273995
2021-05-15,4.999648915558134
2021-05-16,4.77219893702335
2021-05-17,4.441784763566982
2021-05-18,4.648116836737795
2021-05-19,3.327312292151472
2021-05-20,3.4434061999443735
2021-05-21,3.084651652233936
2021-05-22,2.6572530447000258
2021-05-23,2.5797057208278362
2021-05-24,3.266919380614814
2021-05-25,3.4135971818643673
2021-05-26,3.626391573977101
2021-05-27,3.3505547009849472
2021-05-28,2.993682921400941
2021-05-29,2.78116618026268
2021-05-30,2.8448073378600194
2021-05-31,3.2968678434749603
2021-06-01,3.162824424664356
2021-06-02,3.132092352850799
2021-06-03,3.1488731049856047
2021-06-04,3.1029565289371814
2021-06-05,3.14595772047121
2021-06-06,3.232124479025659
2021-06-07,3.29363458665766
2021-06-08,3.0863630822465895
2021-06-09,2.628763769813931
2021-06-10,2.4061514134200275
2021-06-11,2.053201268352465
2021-06-12,2.31599085330141
2021-06-13,2.0984260723466415
2021-06-14,2.0006214823300064
2021-06-15,2.097870601430892
2021-06-16,1.864719528917977
2021-06-17,1.8945903720420307
2021-06-18,1.8819979420773405
2021-06-19,1.779017609927354
2021-06-20,1.8961985451669812
2021-06-21,1.637576999448951
2021-06-22,1.4838219623545115
2021-06-23,1.5718288370719726
2021-06-24,1.441357568765592
2021-06-25,1.4285201827725749
2021-06-26,1.384705896747091
2021-06-27,1.396875660382296
2021-06-28,1.6283744612528683
2021-06-29,1.6064530188577946
2021-06-30,1.9342249488226007
2021-07-01,1.7781007972646843
2021-07-02,1.7991885686776872
2021-07-03,1.8422465780264055
2021-07-04,1.9414789430111088
2021-07-05,1.8804516857939417
2021-07-06,2.060788233358598
2021-07-07,2.0770641144138975
2021-07-08,1.7855252675805116
2021-07-09,1.7046592460327046
2021-07-10,1.6559099022767094
2021-07-11,1.6098607014381392
2021-07-12,1.5251659934150608
2021-07-13,1.368873564167681
2021-07-14,1.4607517424659187
2021-07-15,1.4082959903589205
2021-07-16,1.379529158205989
2021-07-17,1.3972750103425586
2021-07-18,1.3471741814517553
2021-07-19,1.294545666909367
2021-07-20,1.3563266004113297
2021-07-21,1.4888829411781606
2021-07-22,1.5257368733506498
2021-07-23,1.5569716758130887
2021-07-24,1.5856318198600852
2021-07-25,1.4486378337491352
2021-07-26,1.2910442947922682
2021-07-27,1.1815761120270456
2021-07-28,1.1132268901409044
2021-07-29,1.249812407992485
2021-07-30,1.1675863427612487
2021-07-31,1.3323871820189102
2021-08-01,1.5385027180721405
2021-08-02,1.6966851374532335
2021-08-03,1.6178452254989948
2021-08-04,1.804792861897903
2021-08-05,1.8330760810338336
2021-08-06,1.7090145384971671
2021-08-07,1.9171363284686895
2021-08-08,1.7670537510528161
2021-08-09,1.722146474172088
2021-08-10,1.748570800664641
2021-08-11,1.7670494768678306
2021-08-12,1.6957245141601238
2021-08-13,1.7489188021470143
2021-08-14,1.7247917061940903
2021-08-15,1.7783732419291673
2021-08-16,1.653421970318825
2021-08-17,1.5681605253663475
2021-08-18,1.5551176490384462
2021-08-19,1.5901654961953726
2021-08-20,1.484400798549687
2021-08-21,1.4338028515806982
2021-08-22,1.4103732754284835
2021-08-23,1.4807312425939165
2021-08-24,1.4405104820441526
2021-08-25,1.392057025510572
2021-08-26,1.3947218006889393
2021-08-27,1.4249032815109766
2021-08-28,1.3961101939724883
2021-08-29,1.3716848210489827
2021-08-30,1.513997430321691
2021-08-31,1.7669300131215697
2021-09-01,2.1014739614443996
2021-09-02,1.9826361174398226
2021-09-03,2.0813494285986334
2021-09-04,2.00724490878613
2021-09-05,1.902216989540694
2021-09-06,1.7843442840337878
2021-09-07,1.6856564927631237
2021-09-08,1.8321151649126388
2021-09-09,1.7004865540952234
2021-09-10,1.5517090826107787
2021-09-11,1.588249348876883
2021-09-12,1.6758235709743738
2021-09-13,1.608198477912346
2021-09-14,1.5825906843851898
2021-09-15,1.7006484341807608
2021-09-16,1.6710946350969682
2021-09-17,1.4961869611828116
2021-09-18,1.4400125897622802
2021-09-19,1.394448056570586
2021-09-20,1.3067003111295667
2021-09-21,1.2342822381170575
2021-09-22,1.3815698049562588
2021-09-23,1.3534279013659898
2021-09-24,1.2398240481465195
2021-09-25,1.2358333973967508
2021-09-26,1.3641912314330442
2021-09-27,1.2765718858701363
2021-09-28,1.209257776227949
2021-09-29,1.2154899616553203
2021-09-30,1.2030415584456517
2021-10-01,1.2071699307740675
2021-10-02,1.3327812336900866
2021-10-03,1.3154940241456672
2021-10-04,1.189802811496054
2021-10-05,1.153768870004798
2021-10-06,0.9434183328587292
2021-10-07,1.0512410365583198
2021-10-08,1.0090060560225331
2021-10-09,0.9481651122633091
2021-10-10,0.802186670552757
2021-10-11,0.7485510985097938
2021-10-12,0.7808022471445625
2021-10-13,0.8047868142121208
2021-10-14,0.981849287776874
2021-10-15,0.7886258214571302
2021-10-16,0.7950670643393307
2021-10-17,0.7678152783380476
2021-10-18,0.6471781717406228
2021-10-19,0.6377552066269697
2021-10-20,0.7826489606243694
2021-10-21,0.9021548384430421
2021-10-22,0.9109457121519332
2021-10-23,1.0490280658829139
2021-10-24,0.9948359855714198
2021-10-25,0.9790844220112424
2021-10-26,1.0600556778743004
2021-10-27,0.9846883468495884
2021-10-28,1.1780273809643478
2021-10-29,1.1841958108917237
2021-10-30,1.1184686371905654
2021-10-31,1.1145672094534531
2021-11-01,1.1628071957923072
2021-11-02,1.2482919230765332
2021-11-03,1.2783110824233197
2021-11-04,1.3091423828394093
2021-11-05,1.2772337344445772
2021-11-06,1.2755642102387321
2021-11-07,1.2388691831264314
2021-11-08,1.1335770387003792
2021-11-09,1.0982604735590438
2021-11-10,1.127967590004876
2021-11-11,1.206839238776387
2021-11-12,1.1956311618849809
2021-11-13,1.155442081689136
2021-11-14,1.0652704624222502
2021-11-15,1.1186929377581185
2021-11-16,1.0207191284142703
2021-11-17,1.0689352200192102
2021-11-18,1.0197979146004799
2021-11-19,1.225607854619352
2021-11-20,1.2144855051858316
2021-11-21,1.1411624358622476
2021-11-22,1.1312353699040951
2021-11-23,1.2831653333321253
2021-11-24,1.2724160122702566
2021-11-25,1.2255224853363356
2021-11-26,1.2538411823768014
2021-11-27,1.2182642933348455
2021-11-28,1.2274402164389815
2021-11-29,1.3283330086778427
2021-11-30,1.569073830636659
2021-12-01,1.4972595042901085
2021-12-02,1.473026372893382
2021-12-03,1.4001777140905043
2021-12-04,1.6755861764931925
2021-12-05,1.7391972991214601
2021-12-06,1.791775568507565
2021-12-07,1.7201009383185897
2021-12-08,1.866268726320332
2021-12-09,1.7703703731038691
2021-12-10,1.5517907048053468
2021-12-11,1.5436183725764754
2021-12-12,1.522619392224547
2021-12-13,1.4263202501144954
2021-12-14,1.3839729411699586
2021-12-15,1.4794784011101787
2021-12-16,1.5248324770836967
2021-12-17,1.5638009521324527
2021-12-18,1.5878778000872986
2021-12-19,1.5478415526465916
2021-12-20,1.5359790976750602
2021-12-21,1.4291753693512057
2021-12-22,1.4074885763023397
2021-12-23,1.3448657140822349
2021-12-24,1.2685109709727198
2021-12-25,1.3494308536552524
2021-12-26,1.2802818953480528
2021-12-27,1.256447772547633
2021-12-28,1.2589191837312668
2021-12-29,1.1532458838563961
2021-12-30,1.182648581125783
2021-12-31,1.2245696301956757
2022-01-01,1.1921808921565284
2022-01-02,1.294564979998619
2022-01-03,1.2930388194645492
2022-01-04,1.385743875738543
2022-01-05,1.3101812827161627
2022-01-06,1.1698861733540231
2022-01-07,1.0257251807447128
2022-01-08,0.8589824540170528
2022-01-09,0.9286257202543294
2022-01-10,0.8277839224621604
2022-01-11,0.9451854702779169
2022-01-12,0.9978242041232438
2022-01-13,0.9654428824326156
2022-01-14,0.9927513474758218
2022-01-15,1.0082736126176572
2022-01-16,1.0385618460424215
2022-01-17,0.9313561829109647
2022-01-18,0.844099450780645
2022-01-19,0.8088094177194944
2022-01-20,0.7806054947424529
2022-01-21,0.5561949502830182
2022-01-22,0.4602726982727155
2022-01-23,0.5310369271894909
2022-01-24,0.3245777147404144
2022-01-25,0.3136308187004452
2022-01-26,0.3415755956533374
2022-01-27,0.23116351497953153
2022-01-28,0.36161966600866374
2022-01-29,0.40031244326898235
2022-01-30,0.43152389118981194
2022-01-31,0.5020070054371512
2022-02-01,0.6359873317957658
2022-02-02,0.6652518649456118
2022-02-03,0.6302737426169935
2022-02-04,0.6126282256518142
2022-02-05,0.6621340487539283
2022-02-06,0.6167503183993969
2022-02-07,0.5868698426115656
2022-02-08,0.5257604234860983
2022-02-09,0.6660730113770215
2022-02-10,0.5082777064130444
2022-02-11,0.4014746654729476
2022-02-12,0.3992911520818395
2022-02-13,0.34861385943940537
2022-02-14,0.3797107658209591
2022-02-15,0.5339007384542838
2022-02-16,0.5174646634491357
2022-02-17,0.508820426654262
2022-02-18,0.40724141138095515
2022-02-19,0.3564893868542583
2022-02-20,0.3200954523492776
2022-02-21,0.3832444017388133
2022-02-22,0.3463851200871241
2022-02-23,0.37633909195015025
2022-02-24,0.25871035142870824
2022-02-25,0.43839079377739393
2022-02-26,0.47634439421613517
2022-02-27,0.36245871226761195
2022-02-28,0.22323820609877626
2022-03-01,0.17825759105970657
2022-03-02,0.1830217553990884
2022-03-03,0.14943478079599562
2022-03-04,0.15094750244810362
2022-03-05,0.2000941223373288
2022-03-06,0.1127343221585614
2022-03-07,0.0427684946524059
2022-03-08,0.10266667915973292
2022-03-09,-0.014036237620108164
2022-03-10,0.06196674943327485
2022-03-11,0.04372693420652101
2022-03-12,0.05244600291273756
2022-03-13,0.0739388826005703
2022-03-14,-0.02893439879999824
2022-03-15,0.06482015843810479
2022-03-16,0.1187389556814413
2022-03-17,0.22077036211329792
2022-03-18,0.35397102243815187
2022-03-19,0.2977529861276305
2022-03-20,0.25243650151869
2022-03-21,0.3468581404391824
2022-03-22,0.3115572656996927
2022-03-23,0.34706289348658664
2022-03-24,0.3451408333319088
2022-03-25,0.28305771345719216
2022-03-26,0.32924679673723495
2022-03-27,0.2942954865887586
2022-03-28,0.33448567658276285
2022-03-29,0.410895065638004
2022-03-30,0.4311251969268909
2022-03-31,0.4401554376735702
2022-04-01,0.6774194689181139
2022-04-02,0.7321366547878685
2022-04-03,0.8042374891655251
2022-04-04,0.7727861252969346
2022-04-05,0.7073655151377546
2022-04-06,0.5513776483334272
2022-04-07,0.646369500040251
2022-04-08,0.7709286634300391
2022-04-09,0.8552997451575837
2022-04-10,0.841219554096312
2022-04-11,0.767895050651084
2022-04-12,0.780607369935787
2022-04-13,0.810204325099595
2022-04-14,0.7964491249820976
2022-04-15,0.720262895684931
2022-04-16,0.8165346171390765
2022-04-17,0.7708698345302839
2022-04-18,0.7116408870746278
2022-04-19,0.7006916365851125
2022-04-20,0.6472293827903013
2022-04-21,0.5544038678202969
2022-04-22,0.6751591553450097
2022-04-23,0.6461423847417966
2022-04-24,0.5947543872050101
2022-04-25,0.6408484680382314
2022-04-26,0.5351450308571937
2022-04-27,0.5240727937473885
2022-04-28,0.5542345592881563
2022-04-29,0.4104520352787318
2022-04-30,0.3232435085338091
2022-05-01,0.4942386179759529
2022-05-02,0.5948610392465955
2022-05-03,0.5221257894675613
2022-05-04,0.5727098030738684
2022-05-05,0.7439928308292342
2022-05-06,0.6766711892700038
2022-05-07,0.5878273156439572
2022-05-08,0.5298127035977807
2022-05-09,0.5592600277658614
2022-05-10,0.7879567988259472
2022-05-11,0.1515967439201102
2022-05-12,-0.5054005949100967
2022-05-13,-0.29883916261887694
2022-05-14,-0.3722764887229436
2022-05-15,-0.3312370901849267
2022-05-16,-0.4596007085761934
2022-05-17,-0.29794384919997363
2022-05-18,-0.6162049302696803
2022-05-19,-0.641687070573792
2022-05-20,-0.5448854074674636
2022-05-21,-0.5591703600612248
2022-05-22,-0.5155893406313232
2022-05-23,-0.45505909740177614
2022-05-24,-0.6263262209471085
2022-05-25,-0.7795133446113183
2022-05-26,-1.4550053311162001
2022-05-27,-1.6709795416488165
2022-05-28,-1.5397066526488992
2022-05-29,-1.4482030957838654
2022-05-30,-1.2179260622481203
2022-05-31,-1.5065660529498854
2022-06-01,-1.4810427745270478
2022-06-02,-1.6309883641565313
2022-06-03,-1.690190814259706
2022-06-04,-1.5781429269455205
2022-06-05,-1.572159769605853
2022-06-06,-1.7340627417541952
2022-06-07,-1.8857016886763303
2022-06-08,-1.6934135486337605
2022-06-09,-1.6702169024082587
2022-06-10,-2.000141813946249
2022-06-11,-2.4979693679408315
2022-06-12,-2.4624100137485008
2022-06-13,-2.5057916334657704
2022-06-14,-2.335471306196506
2022-06-15,-2.305708053332033
2022-06-16,-2.621868900252786
2022-06-17,-2.4974496207091352
2022-06-18,-2.596603676754942
2022-06-19,-2.19700383730191
2022-06-20,-2.200245493354765
2022-06-21,-2.2520814810672456
2022-06-22,-2.4883568134285308
2022-06-23,-2.2428690632916357
2022-06-24,-1.7282217439665373
2022-06-25,-1.7225748737616997
2022-06-26,-1.834229396919276
2022-06-27,-1.7615915602704395
2022-06-28,-1.9189001952466098
2022-06-29,-2.1647641056077522
2022-06-30,-2.24939313672129
2022-07-01,-2.085763790045649
2022-07-02,-2.0125272974593886
2022-07-03,-1.9692200259404535
2022-07-04,-1.7820446220906163
2022-07-05,-1.8692546434263846
2022-07-06,-1.6392708043723894
2022-07-07,-1.70748917617809
2022-07-08,-1.8277634758021464
2022-07-09,-1.8039490175295794
2022-07-10,-1.8431232261585795
2022-07-11,-1.978699213130814
2022-07-12,-2.1323554240812244
2022-07-13,-1.9392106549501447
2022-07-14,-1.5514657017819953
2022-07-15,-1.3801097508274351
2022-07-16,-0.7522667348072629
2022-07-17,-0.6748525273024644
2022-07-18,0.10855712092512916
2022-07-19,-0.4733103842310042
2022-07-20,-0.5491619510188154
2022-07-21,-0.1915395223011814
2022-07-22,-0.24643171001318498
2022-07-23,-0.07282508153975202
2022-07-24,0.16941013648459446
2022-07-25,-0.25686766674829403
2022-07-26,-0.23015926186150126
2022-07-27,0.24510204322064738
2022-07-28,0.38058221365794476
2022-07-29,0.4045269376950386
2022-07-30,0.27865250836937694
2022-07-31,0.3255733251601719
2022-08-01,0.05485681118605732
2022-08-02,0.1832454381064404
2022-08-03,0.15233317634856802
2022-08-04,0.1799081126077062
2022-08-05,0.6429000165486892
2022-08-06,0.5415008165111868
2022-08-07,0.49131021967915045
2022-08-08,0.663530606684971
2022-08-09,0.5140061801092963
2022-08-10,1.0419352820387604
2022-08-11,1.2035887782934322
2022-08-12,1.42985216308656
2022-08-13,1.5478064160154912
2022-08-14,1.3351436660925426
2022-08-15,1.225933098466061
2022-08-16,1.184794787102975
2022-08-17,1.1662127398786981
2022-08-18,1.2992040739254829
2022-08-19,0.977646598238107
2022-08-20,0.5971943148332288
2022-08-21,0.6883702631895257
2022-08-22,0.7698601798173196
2022-08-23,0.9589281407132928
2022-08-24,0.9830762974779085
2022-08-25,1.1253486428739214
2022-08-26,0.5603981803148512
2022-08-27,0.5564788590624948
2022-08-28,0.3506812022680813
2022-08-29,0.8362691171729723
2022-08-30,0.8952745944851539
2022-08-31,0.9629922515319495
2022-09-01,1.1420383986718863
2022-09-02,1.1637980968788877
2022-09-03,1.0990204777582608
2022-09-04,1.1568679117068197
2022-09-05,1.5174204123162542
2022-09-06,1.6823209906472791
2022-09-07,1.8839713961877957
2022-09-08,1.8874394818365898
2022-09-09,1.3191843899546176
2022-09-10,1.5145069766966481
2022-09-11,1.3751342681711303
2022-09-12,0.7988358988529658
2022-09-13,0.9655384333355594
2022-09-14,1.3418952474159405
2022-09-15,0.5388600111144282
2022-09-16,0.24111028670754905
2022-09-17,0.31688705094364134
2022-09-18,-0.24658604568033862
2022-09-19,-0.018527455617640493
2022-09-20,-0.06873043619876701
2022-09-21,-0.4093699800699296
2022-09-22,-0.29538905181910924
2022-09-23,-0.23644645078344864
2022-09-24,-0.1350620408968486
2022-09-25,-0.23656285521713644
2022-09-26,-0.15228410986588634
2022-09-27,-0.134334051876779
2022-09-28,-0.23490355191474752
2022-09-29,-0.3148345909602744
2022-09-30,-0.30135073042422383
2022-10-01,-0.35695746712731646
2022-10-02,-0.4760090902060657
2022-10-03,-0.4171743705964338
2022-10-04,-0.47768961362924134
2022-10-05,-0.4607175120772271
2022-10-06,-0.3782015653685745
2022-10-07,-0.32133599980555577
2022-10-08,-0.3775706111417359
2022-10-09,-0.34422840705110697
2022-10-10,-0.4194796541187727
2022-10-11,-0.461857877608883
2022-10-12,-0.4073913405773595
2022-10-13,-0.5606069296086077
2022-10-14,-0.4056165615971481
2022-10-15,-0.5096270342709202
2022-10-16,-0.38704008044781096
2022-10-17,-0.3468551158733707
2022-10-18,-0.3957099966770399
2022-10-19,-0.47994698003372455
2022-10-20,-0.4593825471012458
2022-10-21,-0.3991164273328224
2022-10-22,-0.31671176945309465
2022-10-23,-0.14789327514147524
2022-10-24,-0.1698858090542548
2022-10-25,0.26101223709630117
2022-10-26,0.6209119037797983
2022-10-27,0.5141427158014291
2022-10-28,0.6298816976034002
2022-10-29,0.9329432830509533
2022-10-30,0.8336807200474192
2022-10-31,0.7826902374100267
2022-11-01,0.8307552320578141
2022-11-02,0.5971795214002051
2022-11-03,0.6492099236797522
2022-11-04,0.9166625850289919
2022-11-05,0.7408645484776585
2022-11-06,0.5577764902858644
2022-11-07,0.690601354942296
2022-11-08,0.12155696727572307
2022-11-09,-0.22693779357355146
2022-11-10,0.38922862595413577
2022-11-11,0.6124298338068173
2022-11-12,0.4986347346942671
2022-11-13,0.4964271633643276
2022-11-14,0.4947664025792066
2022-11-15,0.4164460121714876
2022-11-16,0.25365602903637047
2022-11-17,0.12433898287244541
2022-11-18,0.20949369484550084
2022-11-19,0.25088371289861244
2022-11-20,-0.11968659312453143
2022-11-21,-0.10804933316030492
2022-11-22,-0.1189868179222392
2022-11-23,0.03146565921305973
2022-11-24,0.20349519205021055
2022-11-25,0.21186804974991771
2022-11-26,0.30328687999440734
2022-11-27,0.22817270893052774
2022-11-28,0.1589488987620299
2022-11-29,0.4077203329819845
2022-11-30,0.6081359155922026
2022-12-01,0.5775638736340974
2022-12-02,0.6499629931073726
2022-12-03,0.35522201712329604
2022-12-04,0.5225284382665133
2022-12-05,0.4573861542300743
2022-12-06,0.4921569958482984
2022-12-07,0.32572130250214376
2022-12-08,0.497981279854418
2022-12-09,0.42967559660975024
2022-12-10,0.4544127318779848
2022-12-11,0.45371800373233556
2022-12-12,0.48474562600756654
2022-12-13,0.5151513929188952
2022-12-14,0.40958784714970176
2022-12-15,0.33408086241067186
2022-12-16,-0.051897754298441595
2022-12-17,0.03445656760838689
2022-12-18,0.03316336348851554
2022-12-19,0.08610035002796504
2022-12-20,0.23748964635701922
2022-12-21,0.26237236067605246
2022-12-22,0.29913584616379923
2022-12-23,0.3419715192677761
2022-12-24,0.3220273347558448
2022-12-25,0.31113730079222773
2022-12-26,0.33597562137510995
2022-12-27,0.3443357462043067
2022-12-28,0.25045017767163313
2022-12-29,0.29972202636852563
2022-12-30,0.3076148604475343
2022-12-31,0.32517452504506716
2023-01-01,0.31589075429137714
2023-01-02,0.40294874147639204
2023-01-03,0.4145578640743835
2023-01-04,0.6765746591332298
2023-01-05,0.6446603875756006
2023-01-06,0.7416596076762018
2023-01-07,0.6948770272896183
2023-01-08,0.8102935216970518
2023-01-09,1.0431626076720633
2023-01-10,1.0045568036634445
2023-01-11,1.1219659941441278
2023-01-12,0.7796916381871936
2023-01-13,0.4393618569381302
2023-01-14,0.5969807898516531
2023-01-15,0.6637607191897628
2023-01-16,0.6868977429681832
2023-01-17,0.6271709502039313
2023-01-18,0.4991192416441253
2023-01-19,0.5570703652316535
2023-01-20,0.49046975776937324
2023-01-21,0.21918716366547422
2023-01-22,0.25418224337593875
2023-01-23,0.14981788055255424
2023-01-24,-0.1947179420021026
2023-01-25,-0.049470007050039386
2023-01-26,-0.068491340044201
2023-01-27,-0.12470578324481814
2023-01-28,-0.2753197236712458
