Date,sol_z
2023-02-22,-1.044086376121998
2023-02-23,-1.0414503723517528
2023-02-24,-1.0437212087745242
2023-02-25,-1.0777121172122084
2023-02-26,-1.0446893048055133
2023-02-27,-1.0794084980148901
2023-02-28,-1.1060076191707622
2023-03-01,-1.0910917649891545
2023-03-02,-1.1129570547015606
2023-03-03,-1.070126942948808
2023-03-04,-1.098714098452833
2023-03-05,-1.0982029422844148
2023-03-06,-1.1195792273239868
2023-03-07,-1.1295325362741055
2023-03-08,-1.2371336551272683
2023-03-09,-1.2269415469076406
2023-03-10,-1.1229509786508614
2023-03-11,-1.153551960571241
2023-03-12,-1.087526723805416
2023-03-13,-1.2114501110703744
2023-03-14,-1.202358106504653
2023-03-15,-1.2935708515820477
2023-03-16,-1.2931862824631792
2023-03-17,-1.2838877415159538
2023-03-18,-1.2815206203117426
2023-03-19,-1.2832100401960749
2023-03-20,-1.244636811245381
2023-03-21,-1.2304389869295287
2023-03-22,-1.252698327403468
2023-03-23,-1.2505333672866537
2023-03-24,-1.3018732821995
2023-03-25,-1.3101883946402588
2023-03-26,-1.2933273848434792
2023-03-27,-1.314217063111585
2023-03-28,-1.277266272099108
2023-03-29,-1.2820089602800684
2023-03-30,-1.2984350718886974
2023-03-31,-1.2762043852523053
2023-04-01,-1.2846452464347864
2023-04-02,-1.302201166423959
2023-04-03,-1.288599203906401
2023-04-04,-1.2739382675493278
2023-04-05,-1.270098543853057
2023-04-06,-1.2841923630015233
2023-04-07,-1.2859679633703618
2023-04-08,-1.3137137731181192
2023-04-09,-1.3119256432955535
2023-04-10,-1.3333260547068322
2023-04-11,-1.2175315220783502
2023-04-12,-1.146598335832418
2023-04-13,-1.1279701149285908
2023-04-14,-1.1071375656510576
2023-04-15,-1.1408499700585482
2023-04-16,-1.0524049765068844
2023-04-17,-1.0548391660332168
2023-04-18,-1.085669258447543
2023-04-19,-1.1449957540723954
2023-04-20,-1.1485436903531174
2023-04-21,-1.157060451570015
2023-04-22,-1.1462446969351974
2023-04-23,-1.1568008737990763
2023-04-24,-1.1578184911077858
2023-04-25,-1.1613828232543844
2023-04-26,-1.2156528417725265
2023-04-27,-1.1942229029138067
2023-04-28,-1.107992659652553
2023-04-29,-1.1142441869705464
2023-04-30,-1.1384003059493213
2023-05-01,-1.1296168947427732
2023-05-02,-1.1404930933491177
2023-05-03,-1.1605002561726196
2023-05-04,-1.1867616126309986
2023-05-05,-1.1391979078604635
2023-05-06,-1.1651521710684658
2023-05-07,-1.1444555706386146
2023-05-08,-1.1914822502289406
2023-05-09,-1.182362954733913
2023-05-10,-1.153122179451028
2023-05-11,-1.16830093526265
2023-05-12,-1.0899496954978014
2023-05-13,-1.0862901511457213
2023-05-14,-1.0829827906945855
2023-05-15,-1.0904739618220192
2023-05-16,-1.1026913290268223
2023-05-17,-1.0875913240373107
2023-05-18,-1.1065805680802636
2023-05-19,-1.1043190046842963
2023-05-20,-1.1195654614563166
2023-05-21,-1.1481610657009966
2023-05-22,-1.1541217472174565
2023-05-23,-1.128058848612598
2023-05-24,-1.1364690382393257
2023-05-25,-1.136045090422981
2023-05-26,-1.1360057246811017
2023-05-27,-1.0470337212789769
2023-05-28,-1.0873658972926483
2023-05-29,-1.0780865111586053
2023-05-30,-1.0131912517317965
2023-05-31,-1.0129796907514688
2023-06-01,-1.0094129012302926
2023-06-02,-0.967944049187028
2023-06-03,-0.9605841090538672
2023-06-04,-0.9021471665841121
2023-06-05,-0.9568109742552953
2023-06-06,-1.022757428575397
2023-06-07,-1.1143404110179735
2023-06-08,-1.094861225902702
2023-06-09,-1.2208455804462435
2023-06-10,-1.3310816147456521
2023-06-11,-1.3375090903374125
2023-06-12,-1.3607473698600996
2023-06-13,-1.369710005843446
2023-06-14,-1.3681793832004714
2023-06-15,-1.3588625067685152
2023-06-16,-1.3407982548075192
2023-06-17,-1.312705214735598
2023-06-18,-1.314667221588289
2023-06-19,-1.2791603083255598
2023-06-20,-1.2978552979886893
2023-06-21,-1.3192060794228913
2023-06-22,-1.3533389508040974
2023-06-23,-1.3411026938807384
2023-06-24,-1.366454321958836
2023-06-25,-1.3342297940634231
2023-06-26,-1.3719095742249554
2023-06-27,-1.355933258994929
2023-06-28,-1.3718876365317778
2023-06-29,-1.2299604450856567
2023-06-30,-1.1553655414888755
2023-07-01,-1.1704378436985854
2023-07-02,-1.108294420474756
2023-07-03,-1.1432496671388137
2023-07-04,-1.127594925792647
2023-07-05,-1.1208888270022277
2023-07-06,-1.0298068357184857
2023-07-07,-0.9128391694720068
2023-07-08,-0.8767317455152308
2023-07-09,-0.9045714789986479
2023-07-10,-0.9156764175469654
2023-07-11,-0.8624728149344756
2023-07-12,-0.8538871806701352
2023-07-13,-0.6065536632541216
2023-07-14,-0.474138476676791
2023-07-15,-0.416218940277999
2023-07-16,-0.40911306965887567
2023-07-17,-0.43775496264485886
2023-07-18,-0.5192042201005329
2023-07-19,-0.4522736471839991
2023-07-20,-0.5202023574807426
2023-07-21,-0.510295253996447
2023-07-22,-0.5791530854743119
2023-07-23,-0.5770551028358322
2023-07-24,-0.6266204766314564
2023-07-25,-0.6344206382515687
2023-07-26,-0.4788053542489652
2023-07-27,-0.470640093441442
2023-07-28,-0.4957745062337987
2023-07-29,-0.46674894980864023
2023-07-30,-0.5345260830391638
2023-07-31,-0.5738292686103972
2023-08-01,-0.5768267329698621
2023-08-02,-0.6102213237035966
2023-08-03,-0.6525943843778944
2023-08-04,-0.6272817569325754
2023-08-05,-0.6352227749458218
2023-08-06,-0.5816327091383885
2023-08-07,-0.5977700599845989
2023-08-08,-0.5337792728654794
2023-08-09,-0.49994651019787634
2023-08-10,-0.464824308205404
2023-08-11,-0.460792273520072
2023-08-12,-0.42834053642115766
2023-08-13,-0.4746575769688123
2023-08-14,-0.39679683985780395
2023-08-15,-0.4899900513216439
2023-08-16,-0.5529169269627995
2023-08-17,-0.4950712633511774
2023-08-18,-0.47730638893518834
2023-08-19,-0.41882144064287957
2023-08-20,-0.43418642914963285
2023-08-21,-0.4850022611587117
2023-08-22,-0.5446665307789131
2023-08-23,-0.44967413554901836
2023-08-24,-0.4945699393504574
2023-08-25,-0.5508473385499242
2023-08-26,-0.5556957174350088
2023-08-27,-0.5022448954094039
2023-08-28,-0.5251011667469009
2023-08-29,-0.5264446033820391
2023-08-30,-0.5875601209067561
2023-08-31,-0.5898683242458129
2023-09-01,-0.6209333816706903
2023-09-02,-0.6035510134071287
2023-09-03,-0.5983171478400763
2023-09-04,-0.5896274595101665
2023-09-05,-0.49234471995974677
2023-09-06,-0.5623097057376842
2023-09-07,-0.5699731838770464
2023-09-08,-0.5706218803540657
2023-09-09,-0.5838653871029269
2023-09-10,-0.7180401897969214
2023-09-11,-0.7187024926357364
2023-09-12,-0.7495190627235168
2023-09-13,-0.7219684745476322
2023-09-14,-0.6925948962936728
2023-09-15,-0.6551999392765738
2023-09-16,-0.651374736975423
2023-09-17,-0.6827705826336099
2023-09-18,-0.5970091161234472
2023-09-19,-0.5880947467492581
2023-09-20,-0.5442333214841331
2023-09-21,-0.5914032743561707
2023-09-22,-0.5941664703654651
2023-09-23,-0.5864824080486292
2023-09-24,-0.5655483677143432
2023-09-25,-0.5623960873323324
2023-09-26,-0.6029114007894005
2023-09-27,-0.5988987317087824
2023-09-28,-0.5500927015419935
2023-09-29,-0.48912090130040464
2023-09-30,-0.34006912440117065
2023-10-01,-0.11438093065256894
2023-10-02,-0.11808988284620488
2023-10-03,-0.07313546876015702
2023-10-04,-0.1677552250957256
2023-10-05,-0.17988892382154298
2023-10-06,-0.13100198880338815
2023-10-07,-0.14630491958494116
2023-10-08,-0.14081794789727672
2023-10-09,-0.26156831564499533
2023-10-10,-0.2333990094110837
2023-10-11,-0.17507835553755105
2023-10-12,-0.26957229528944365
2023-10-13,-0.18820250256410573
2023-10-14,-0.15130160113894398
2023-10-15,-0.20115891572589054
2023-10-16,-0.03538977259116335
2023-10-17,-0.015333525786489888
2023-10-18,-0.08399236361197962
2023-10-19,0.12755458607244083
2023-10-20,0.3503081819981844
2023-10-21,0.7255805505233727
2023-10-22,0.6692959259800139
2023-10-23,0.659008081874554
2023-10-24,0.2874683394812172
2023-10-25,0.581227339949394
2023-10-26,0.7032037476801823
2023-10-27,0.5930641032097917
2023-10-28,0.5739385739120578
2023-10-29,0.7277744442953851
2023-10-30,1.1407352967854212
2023-10-31,1.7892359954336552
2023-11-01,2.216695047807477
2023-11-02,2.148074092031501
2023-11-03,2.120090485262131
2023-11-04,2.6661717498990454
2023-11-05,2.586960977203026
2023-11-06,2.865025623590107
2023-11-07,3.0215992006401406
2023-11-08,3.00862034134315
2023-11-09,3.1647590981173432
2023-11-10,5.079791922229217
2023-11-11,4.856370594603141
2023-11-12,4.725798315708834
2023-11-13,3.9870671990702857
2023-11-14,4.976912249698758
2023-11-15,5.550614157580882
2023-11-16,4.601376963902347
2023-11-17,4.436667824740869
2023-11-18,4.326273396781943
2023-11-19,4.43090185463619
2023-11-20,3.6178645700258114
2023-11-21,3.2543456436769986
2023-11-22,3.63673964021888
2023-11-23,3.4608851821748337
2023-11-24,3.3465639301587324
2023-11-25,3.5247622910135563
2023-11-26,3.3674702255991535
2023-11-27,3.0266644194514982
2023-11-28,3.2596828149085764
2023-11-29,3.3257934698947276
2023-11-30,3.2932846183927844
2023-12-01,3.1252410468062233
2023-12-02,3.3854585791434344
2023-12-03,3.1520426093169944
2023-12-04,2.626458792154574
2023-12-05,2.2448352953817916
2023-12-06,2.3562188203142065
2023-12-07,2.967468321237294
2023-12-08,3.45921939921801
2023-12-09,3.211481813548973
2023-12-10,3.370796817360155
2023-12-11,3.3089955283592167
2023-12-12,3.0493036717045414
2023-12-13,2.98879287710045
2023-12-14,3.3477787200539932
2023-12-15,3.1715264280321063
2023-12-16,3.1690530312360186
2023-12-17,3.0349887356519085
2023-12-18,3.0879443621774656
2023-12-19,2.978360405070679
2023-12-20,3.4739812354151995
2023-12-21,4.26406372432859
2023-12-22,4.433037490447773
2023-12-23,5.02088039778948
2023-12-24,5.296140439738534
2023-12-25,5.542308941606583
2023-12-26,4.968949026659742
2023-12-27,4.304090189054451
2023-12-28,4.010763575698618
2023-12-29,4.25170535519623
2023-12-30,3.865786062599496
2023-12-31,3.7451876685546726
2024-01-01,3.8570760962406023
2024-01-02,3.5114334551973587
2024-01-03,3.276163124578111
2024-01-04,3.4018994124415234
2024-01-05,3.073835314881208
2024-01-06,2.7250799387711977
2024-01-07,2.454831089492524
2024-01-08,2.5428556427571065
2024-01-09,2.677814507401007
2024-01-10,2.719757736376889
2024-01-11,2.610438218674611
2024-01-12,2.547328669539637
2024-01-13,2.7226380427587045
2024-01-14,2.72738630635852
2024-01-15,2.6302936579463
2024-01-16,2.6828817898764066
2024-01-17,2.9118310843340023
2024-01-18,2.656976486529282
2024-01-19,2.5417212507996143
2024-01-20,2.4682557414516135
2024-01-21,2.370699124281729
2024-01-22,2.2054931073382282
2024-01-23,2.181854055284133
2024-01-24,2.3581557862559346
2024-01-25,2.2588906428648277
2024-01-26,2.30524500287121
2024-01-27,2.330788185323559
2024-01-28,2.397069698175524
2024-01-29,2.494028087731611
2024-01-30,2.49667964731766
2024-01-31,2.3115961982295787
2024-02-01,2.275267635362571
2024-02-02,2.353333983127783
2024-02-03,2.239032018262416
2024-02-04,2.154366955648021
2024-02-05,2.130558900279457
2024-02-06,2.126290611572231
2024-02-07,2.1616414780673847
2024-02-08,2.1246286355914603
2024-02-09,2.1037903659334796
2024-02-10,2.1137416890428233
2024-02-11,1.9918871386805788
2024-02-12,2.0029753813269866
2024-02-13,2.023406762117571
2024-02-14,1.9955008508256549
2024-02-15,1.8619692460974773
2024-02-16,1.724623225553434
2024-02-17,1.6987764308727034
2024-02-18,1.7594221543279263
2024-02-19,1.7484123153148134
2024-02-20,1.603073056615301
2024-02-21,1.5142367920898598
2024-02-22,1.4270229644021455
2024-02-23,1.3994264612443665
2024-02-24,1.4733108928380136
2024-02-25,1.431784124856345
2024-02-26,1.4503760717882948
2024-02-27,1.2465442006361547
2024-02-28,1.2231180238602481
2024-02-29,1.4905345132622168
2024-03-01,1.5268047913367195
2024-03-02,1.5320569124654682
2024-03-03,1.4800248378416156
2024-03-04,1.2812110132648455
2024-03-05,1.3083514252825772
2024-03-06,1.3130221413814238
2024-03-07,1.5874055528145246
2024-03-08,1.5366403092554966
2024-03-09,1.5018270425098714
2024-03-10,1.464464489715713
2024-03-11,1.4049429466967163
2024-03-12,1.4768820643445095
2024-03-13,1.6736837705770302
2024-03-14,2.0307910582681634
2024-03-15,2.2668289391997547
2024-03-16,2.4748168052506085
2024-03-17,2.709086685794733
2024-03-18,2.5930227210408314
2024-03-19,2.327556157141647
2024-03-20,2.4155047686572746
2024-03-21,2.264381830000299
2024-03-22,2.2381340221663066
2024-03-23,2.1649822638783336
2024-03-24,2.191079423138963
2024-03-25,2.130237393497055
2024-03-26,2.142924775881781
2024-03-27,2.06325325222619
2024-03-28,2.0412314547750596
2024-03-29,2.1239617817972616
2024-03-30,2.1628450079052137
2024-03-31,2.2178130567211096
2024-04-01,2.0824262532267337
2024-04-02,2.071881899696046
2024-04-03,2.108717558033564
2024-04-04,1.9199167433231448
2024-04-05,1.7481337730532127
2024-04-06,1.769451125603706
2024-04-07,1.7470532392052414
2024-04-08,1.6433794267189046
2024-04-09,1.5908504325109527
2024-04-10,1.5299402250738665
2024-04-11,1.52851280054212
2024-04-12,1.2767770223668167
2024-04-13,1.1283396523554021
2024-04-14,1.2834113518262675
2024-04-15,1.1155322209533962
2024-04-16,1.0436881691050484
2024-04-17,1.060320101844746
2024-04-18,1.1705055021064537
2024-04-19,1.1609281191064362
2024-04-20,1.277421909272481
2024-04-21,1.2205662310149714
2024-04-22,1.2957130412877331
2024-04-23,1.2612933959015447
2024-04-24,1.212103447097918
2024-04-25,1.1355638912721573
2024-04-26,1.0411384832971036
2024-04-27,1.097651034086851
2024-04-28,1.0327284355116455
2024-04-29,0.991765126109584
2024-04-30,0.8994994163986599
2024-05-01,1.1878229505599323
2024-05-02,1.2079686987704066
2024-05-03,1.1407639565760799
2024-05-04,1.135956537985801
2024-05-05,1.114078904566697
2024-05-06,1.3007634852147374
2024-05-07,1.2358487601163601
2024-05-08,1.1605904204330193
2024-05-09,1.286400489237676
2024-05-10,1.2534413209471844
2024-05-11,1.2263788375370137
2024-05-12,1.1463799724540378
2024-05-13,1.1478224603086198
2024-05-14,1.0959995120608115
2024-05-15,1.1962941299827885
2024-05-16,1.25911966421904
2024-05-17,1.3705168915793924
2024-05-18,1.4276698748291072
2024-05-19,1.4042432272635907
2024-05-20,1.454474891573757
2024-05-21,1.3517307185276817
2024-05-22,1.3690976338008467
2024-05-23,1.4033898069513815
2024-05-24,1.207567104488381
2024-05-25,1.178515781159642
2024-05-26,1.1089544409032697
2024-05-27,1.189594986274437
2024-05-28,1.208993638127501
2024-05-29,1.2255627903918132
2024-05-30,1.1598045367722596
2024-05-31,1.1689265738513042
2024-06-01,1.159802125477109
2024-06-02,1.0971581371062167
2024-06-03,1.0745779865505418
2024-06-04,1.1182590028619286
2024-06-05,1.1200697084421158
2024-06-06,1.0642104012039206
2024-06-07,0.9802288378397236
2024-06-08,0.8900392088058423
2024-06-09,0.9485470528274589
2024-06-10,0.8893141624852903
2024-06-11,0.7954113706350591
2024-06-12,0.863609371354523
2024-06-13,0.769256712320981
2024-06-14,0.712631454874746
2024-06-15,0.7472758095502756
2024-06-16,0.8380315187153871
2024-06-17,0.682683602651802
2024-06-18,0.6179374572536108
2024-06-19,0.5822490063725593
2024-06-20,0.5391664803052375
2024-06-21,0.5906405807915811
2024-06-22,0.5600248203425444
2024-06-23,0.4942102912276859
2024-06-24,0.7073720239579526
2024-06-25,0.7245325731652545
2024-06-26,0.7709916449808105
2024-06-27,1.0140339274331887
2024-06-28,0.8571732994817145
2024-06-29,0.8296071212103733
2024-06-30,0.8773671204061424
2024-07-01,0.8659338468704565
2024-07-02,1.0638490879437719
2024-07-03,0.8644822118442372
2024-07-04,0.7196876786794458
2024-07-05,0.9016036506116812
2024-07-06,1.0166611044926468
2024-07-07,0.8745273950937645
2024-07-08,1.0106232625175808
2024-07-09,0.9732814031769169
2024-07-10,0.9994347725723115
2024-07-11,0.8680436073954656
2024-07-12,0.9203171378998884
2024-07-13,0.8957847902366104
2024-07-14,0.9368672031994973
2024-07-15,0.984296350131688
2024-07-16,0.9802744903207385
2024-07-17,0.9182945009162894
2024-07-18,0.9988599682916928
2024-07-19,1.0643461129451475
2024-07-20,1.1343031374875625
2024-07-21,1.2976612292524579
2024-07-22,1.2059091552364742
2024-07-23,1.160038047811844
2024-07-24,1.3013624965863837
2024-07-25,1.1384496877316843
2024-07-26,1.250475059754924
2024-07-27,1.2696117108234275
2024-07-28,1.2545454629047665
2024-07-29,1.2863772340706783
2024-07-30,1.2368768669362298
2024-07-31,1.1638768060817188
2024-08-01,1.0232577769544504
2024-08-02,0.9023922136477134
2024-08-03,0.7091221394714872
2024-08-04,0.7340946619620133
2024-08-05,0.7732061199034732
2024-08-06,1.0116209336754542
2024-08-07,1.0897617358445932
2024-08-08,1.1018126988339654
2024-08-09,0.9931775725403831
2024-08-10,0.9237991437107829
2024-08-11,0.7478925054917804
2024-08-12,0.8282455307675622
2024-08-13,0.754209833113989
2024-08-14,0.7940184919423973
2024-08-15,0.8339014676552764
2024-08-16,0.6584722664339129
2024-08-17,0.6816278049306076
2024-08-18,0.7588201555381233
2024-08-19,0.7365825618659426
2024-08-20,0.7320480018411522
2024-08-21,0.5857911864651214
2024-08-22,0.6423222305296756
2024-08-23,0.6630416013720416
2024-08-24,0.8369063099849864
2024-08-25,0.7796015308602273
2024-08-26,0.8226376272542941
2024-08-27,0.7688161634376589
2024-08-28,0.7162116549129883
2024-08-29,0.5873678262213392
2024-08-30,0.5479377828394505
2024-08-31,0.47977864727402564
2024-09-01,0.39450462537307124
2024-09-02,0.45244313841250444
2024-09-03,0.3474090587714538
2024-09-04,0.47778889726310464
2024-09-05,0.47053330817005773
2024-09-06,0.48910944174772847
2024-09-07,0.5544774710985564
2024-09-08,0.5688247595681464
2024-09-09,0.5610762399501827
2024-09-10,0.5313915095583275
2024-09-11,0.4559892466060153
2024-09-12,0.5052763899253047
2024-09-13,0.4228309742550388
2024-09-14,0.40048561627969115
2024-09-15,0.2842572398648512
2024-09-16,0.3445735337656692
2024-09-17,0.20171651506185237
2024-09-18,0.18263357405839015
2024-09-19,0.34898814736972744
2024-09-20,0.43436966091818413
2024-09-21,0.5014693034399235
2024-09-22,0.34390986312372634
2024-09-23,0.360539218675905
2024-09-24,0.5256382027971054
2024-09-25,0.45871953583575303
2024-09-26,0.5353533583843328
2024-09-27,0.5524764235215731
2024-09-28,0.517346458572524
2024-09-29,0.5822863889020647
2024-09-30,0.5649555195498212
2024-10-01,0.5180896128826453
2024-10-02,0.36833044336379817
2024-10-03,0.23403995069562808
2024-10-04,0.34150822289532506
2024-10-05,0.319527036497597
2024-10-06,0.38245679884673717
2024-10-07,0.3408283818903749
2024-10-08,0.32366003131604487
2024-10-09,0.30068032113196613
2024-10-10,0.30543511982514776
2024-10-11,0.3526807892104572
2024-10-12,0.32582335601606455
2024-10-13,0.38763643699381545
2024-10-14,0.46524892945659724
2024-10-15,0.2852879307446289
2024-10-16,0.21695370850510698
2024-10-17,0.08914482376924594
2024-10-18,0.16572123231972738
2024-10-19,0.33055677743858713
2024-10-20,0.5341527194829468
2024-10-21,0.6513484481519993
2024-10-22,0.6894333911462793
2024-10-23,0.9208888429080079
2024-10-24,0.9903136875552646
2024-10-25,0.6559293144935479
2024-10-26,0.857401044061247
2024-10-27,1.000954372195519
2024-10-28,0.8618808482584357
2024-10-29,0.6334525059696957
2024-10-30,0.4928620528397258
2024-10-31,0.4330941644666779
2024-11-01,0.41171020549224613
2024-11-02,0.41672158512015395
2024-11-03,0.31767783727108445
2024-11-04,0.1938461058781702
2024-11-05,0.4298229189377892
2024-11-06,0.641774640580889
2024-11-07,1.0107289084349211
2024-11-08,1.0961405205472992
2024-11-09,1.07879057532252
2024-11-10,1.1090110200768626
2024-11-11,0.7495717869652839
2024-11-12,0.419502480708826
2024-11-13,0.287423919899877
2024-11-14,0.35952020773230003
2024-11-15,0.344358581593293
2024-11-16,0.2998676385944098
2024-11-17,1.207689961991982
2024-11-18,1.2191352411790288
2024-11-19,0.9707675010265744
2024-11-20,0.6731975098530337
2024-11-21,1.0847866276681235
2024-11-22,1.016942129272817
2024-11-23,1.0859770171061027
2024-11-24,0.9759159570590289
2024-11-25,0.740079503433339
2024-11-26,0.7119372685374813
2024-11-27,0.7643706923371371
2024-11-28,0.6086029191101425
2024-11-29,0.6585883041317412
2024-11-30,0.5198385849637785
2024-12-01,0.40212982018348625
2024-12-02,0.05811731051406457
2024-12-03,0.4056099768571772
2024-12-04,-0.1142624639858652
2024-12-05,0.3257425826258807
2024-12-06,0.09570783411400008
2024-12-07,0.15623066958840523
2024-12-08,-0.07888606972519115
2024-12-09,-0.5877231830556415
2024-12-10,-0.691037777374439
2024-12-11,-0.5348223140031126
2024-12-12,-0.4482089436026176
2024-12-13,-0.7226838840420208
2024-12-14,-0.9749930416374915
2024-12-15,-1.1149898689225848
2024-12-16,-1.6649729271300584
2024-12-17,-1.3840039302876677
2024-12-18,-1.5955528581556506
2024-12-19,-1.9716347474457383
2024-12-20,-1.994913568276591
2024-12-21,-2.6058171652252295
2024-12-22,-2.4246067200022683
2024-12-23,-1.8464712707712962
2024-12-24,-1.8777639138356204
2024-12-25,-1.9038041649619553
2024-12-26,-2.0093529078635357
2024-12-27,-2.0555700151046135
2024-12-28,-1.5520153572719897
2024-12-29,-1.6448823395188306
2024-12-30,-1.4677272896176434
2024-12-31,-1.6388150039686393
2025-01-01,-1.4914037844691157
2025-01-02,-1.0315507795761751
2025-01-03,-0.6536847699062458
2025-01-04,-0.7242956812740743
2025-01-05,-0.8981679470076833
2025-01-06,-1.0407643000542524
2025-01-07,-1.322376883678777
2025-01-08,-1.3592130718385784
2025-01-09,-1.7411114167932482
2025-01-10,-1.8317204358588097
2025-01-11,-1.7884669769363384
2025-01-12,-1.7409147443298465
2025-01-13,-2.0276114827679477
2025-01-14,-1.975479741119949
2025-01-15,-1.44852297832132
2025-01-16,-1.1085644646883857
2025-01-17,-1.1771051642916042
2025-01-18,0.7893654915897814
2025-01-19,0.6437619106094665
2025-01-20,0.13544450879291953
2025-01-21,0.05714552866958108
2025-01-22,0.6494490025891178
2025-01-23,0.4336601743763346
2025-01-24,0.32894528176453425
2025-01-25,0.46409725982874356
2025-01-26,-0.023007141852731863
2025-01-27,-0.23431857882952326
2025-01-28,-0.5280844104050522
2025-01-29,-0.7405743941283391
2025-01-30,-0.33051042353887744
2025-01-31,-0.42878529171952906
2025-02-01,-1.097404164355877
2025-02-02,-1.309335430276082
2025-02-03,-1.0526727150506765
2025-02-04,-1.1251113490256492
2025-02-05,-1.5411175090269014
2025-02-06,-1.837227355568582
2025-02-07,-1.6996507948769526
2025-02-08,-1.3223082382386435
2025-02-09,-1.2742364136016737
2025-02-10,-1.3713194066030776
2025-02-11,-1.311620141064622
2025-02-12,-1.5764164488298191
2025-02-13,-1.5573959307350778
2025-02-14,-1.374246186073168
2025-02-15,-1.6394130577280945
2025-02-16,-1.788645604887593
2025-02-17,-2.2610975280838583
2025-02-18,-2.6320336773949498
2025-02-19,-2.7022076329297753
2025-02-20,-2.495035661667779
2025-02-21,-2.6283292020789486
2025-02-22,-2.49773841991453
2025-02-23,-2.6438013558730393
2025-02-24,-3.4515733844368337
2025-02-25,-3.1008458017079987
2025-02-26,-3.179396914809762
2025-02-27,-3.0391986456746856
2025-02-28,-2.4624199676713037
2025-03-01,-2.7919286187362298
2025-03-02,-1.8371405983975522
2025-03-03,-2.8326428588649635
2025-03-04,-2.762273424763165
2025-03-05,-2.92868532408547
2025-03-06,-2.979992502285338
2025-03-07,-2.895761266617107
2025-03-08,-2.91935230604625
2025-03-09,-2.9628234421194817
2025-03-10,-3.1610996796419584
2025-03-11,-3.09674213842728
2025-03-12,-3.052269286796101
2025-03-13,-2.974581475995185
2025-03-14,-2.6890946438238887
2025-03-15,-2.571898386050035
2025-03-16,-2.8548491910523905
2025-03-17,-2.8356028796309665
2025-03-18,-2.843022946233603
2025-03-19,-2.6481094791721653
2025-03-20,-2.7852711124047405
2025-03-21,-2.707426705451596
2025-03-22,-2.6626604561838274
2025-03-23,-2.6053562358191895
2025-03-24,-2.34182763956976
2025-03-25,-2.203746724353821
2025-03-26,-2.406072275013181
2025-03-27,-2.359215082965897
2025-03-28,-2.515251305838537
2025-03-29,-2.5786383607132914
2025-03-30,-2.536650790783537
2025-03-31,-2.5268781156089144
2025-04-01,-2.580073805166434
2025-04-02,-2.7518778214466195
2025-04-03,-2.786015341201793
2025-04-04,-2.572762868398625
2025-04-05,-2.6222256920163938
2025-04-06,-2.8742805431954324
2025-04-07,-2.8440453082977455
2025-04-08,-2.6996058367210582
2025-04-09,-2.4847247451324055
2025-04-10,-2.5346196483747603
2025-04-11,-2.381759885576592
2025-04-12,-2.0709096515830017
2025-04-13,-2.0969574690008828
2025-04-14,-2.09922645956336
2025-04-15,-2.1426296937374802
2025-04-16,-1.9594534773353725
2025-04-17,-1.8777812499665865
2025-04-18,-1.8606121538616454
2025-04-19,-1.6831200653588374
2025-04-20,-1.7460165678077622
2025-04-21,-1.8962839647784988
2025-04-22,-1.794309144988134
2025-04-23,-1.7187055142649104
2025-04-24,-1.6831805518465282
2025-04-25,-1.7524070798413718
2025-04-26,-1.786162683453455
2025-04-27,-1.762196631824123
2025-04-28,-1.821032084055607
2025-04-29,-1.8171804116378136
2025-04-30,-1.7649783650968836
2025-05-01,-1.7630169794409063
2025-05-02,-1.8495743941627334
2025-05-03,-1.8265920997967766
2025-05-04,-1.8244944627987782
2025-05-05,-1.750880307882346
2025-05-06,-1.8264158038588347
2025-05-07,-1.809619948858863
2025-05-08,-1.6022061085512136
2025-05-09,-1.3449077473209736
2025-05-10,-1.2874436418338262
2025-05-11,-1.3740670850509487
2025-05-12,-1.276769067637926
2025-05-13,-1.07494536389441
2025-05-14,-1.2315428966010975
2025-05-15,-1.4344627342188248
2025-05-16,-1.458411914206004
2025-05-17,-1.4735136040434922
2025-05-18,-1.3955985597238323
2025-05-19,-1.5314594242177486
2025-05-20,-1.5286171117885874
2025-05-21,-1.503357441835177
2025-05-22,-1.425902888366488
2025-05-23,-1.3879411411559253
2025-05-24,-1.3448180751204424
2025-05-25,-1.3942857308164565
2025-05-26,-1.4215525076009343
2025-05-27,-1.3489927411946547
2025-05-28,-1.4072551048470743
2025-05-29,-1.452678797307587
2025-05-30,-1.6406362305588709
2025-05-31,-1.6434829578460446
2025-06-01,-1.6415513380640674
2025-06-02,-1.6581699046900356
2025-06-03,-1.671117852300963
2025-06-04,-1.683150760773929
2025-06-05,-1.7783667456915826
2025-06-06,-1.780897304323193
2025-06-07,-1.7558189055279594
2025-06-08,-1.6934815145142645
2025-06-09,-1.6311193724707904
2025-06-10,-1.527687812458352
2025-06-11,-1.555891261087216
2025-06-12,-1.645578182694037
2025-06-13,-1.7387425478292908
2025-06-14,-1.7976024829466075
2025-06-15,-1.5963061398353602
2025-06-16,-1.6730154352710709
2025-06-17,-1.662063827706661
2025-06-18,-1.693352256287599
2025-06-19,-1.6586039188525834
2025-06-20,-1.7658979872211114
2025-06-21,-1.8387243501185535
2025-06-22,-1.8699673661383747
2025-06-23,-1.6903951222547613
2025-06-24,-1.667988840097032
2025-06-25,-1.7516433539430103
2025-06-26,-1.8260518322847756
2025-06-27,-1.746486951925985
2025-06-28,-1.5496428221280294
2025-06-29,-1.516736045834775
2025-06-30,-1.4373135021286796
